"V1","V2"
525,1820
526,1825
527,1603
528,1603
529,1603
530,1603
531,1603
532,1260
533,1260
534,1260
535,1260
536,1260
537,1260
538,1260
539,1078
540,1078
541,1078
542,1083
543,1083
544,1083
545,1083
546,1083
547,1083
548,914
549,914
550,914
551,914
552,914
553,914
554,914
555,914
556,914
557,1171
558,1171
559,1638
560,1638
561,1638
562,1638
563,1638
564,1638
565,1994
566,1994
567,1994
568,1994
569,1260
570,1260
571,1260
572,1260
573,1260
574,1260
575,1260
576,1260
577,1260
578,1260
579,1260
580,1260
581,1260
582,1260
583,1260
584,1260
585,1260
586,1260
587,1260
588,1260
589,1260
590,1260
591,1260
592,1260
593,1260
594,1260
595,1260
596,1260
597,1260
598,1260
599,1056
600,1056
601,1056
602,499
603,499
604,499
605,499
606,499
607,499
608,499
609,499
610,499
611,499
612,1713
613,1713
614,1713
615,1713
616,1713
617,1713
618,342
619,342
620,342
621,342
622,342
623,342
624,342
625,342
626,342
627,1913
628,1356
629,1356
630,1356
631,1356
632,1356
633,1356
634,1356
635,1356
636,1356
637,1356
638,1356
639,1356
640,1356
641,1356
642,1356
643,1356
644,770
645,770
646,770
647,1356
648,1356
649,1356
650,1356
651,1994
652,1994
653,1994
654,1994
655,1994
656,1994
657,1994
658,1766
659,1766
660,1766
661,895
662,900
663,1766
664,1766
665,1766
666,1766
667,1766
668,1766
669,306
670,306
671,306
672,306
673,306
674,306
675,306
676,306
677,306
678,306
679,306
680,306
681,306
682,306
683,306
684,306
685,306
686,797
687,797
688,797
689,797
690,797
691,797
692,797
693,797
694,797
695,797
696,1707
697,1707
698,1707
699,1707
700,1707
701,1707
702,1707
703,1707
704,1707
705,1707
706,1707
707,1707
708,1707
709,1707
710,1707
711,1707
712,1707
713,1707
714,1707
715,1707
716,1707
717,1707
718,1382
719,1382
720,1382
721,898
722,898
723,898
724,898
725,898
726,898
727,898
728,898
729,898
730,898
731,898
732,898
733,898
734,898
735,898
736,898
737,898
738,898
739,898
740,898
741,898
742,898
743,898
744,898
745,898
746,898
747,898
748,1681
749,1681
750,1681
751,1681
752,1681
753,1681
754,1681
755,1681
756,1681
757,1681
758,1681
759,1681
760,1681
761,1681
762,1681
763,1681
764,1681
765,1681
766,1681
767,1681
768,1681
769,1681
770,1681
771,1681
772,1681
773,1681
774,1681
775,1681
776,1889
777,1889
778,1889
779,1889
780,1356
781,1356
782,1356
783,1356
784,1356
785,1356
786,1356
787,1356
788,1356
789,1356
790,1356
791,1356
792,1356
793,1356
794,1356
795,1356
796,1356
797,1356
798,1356
799,1356
800,1356
801,1356
802,1356
803,1356
804,2038
805,2038
806,2038
807,2038
808,2038
809,1078
810,1078
811,1083
812,1083
813,1083
814,1083
815,1083
816,1083
817,612
818,612
819,612
820,612
821,612
822,612
823,612
824,612
825,612
826,612
827,612
828,612
829,612
830,612
831,612
832,612
833,612
834,612
835,612
836,612
837,612
838,612
839,612
840,351
841,351
842,351
843,351
844,351
845,351
846,351
847,351
848,351
849,351
850,351
851,351
852,351
853,351
854,351
855,351
856,351
857,351
858,351
859,777
860,777
861,777
862,777
863,777
864,777
865,777
866,777
867,270
868,270
869,270
870,381
871,381
872,1798
873,306
874,306
875,306
876,306
877,306
878,306
879,306
880,306
881,306
882,306
883,306
884,306
885,306
886,306
887,306
888,306
889,306
890,306
891,306
892,270
893,381
894,381
895,306
896,306
897,306
898,306
899,306
900,306
901,306
902,306
903,306
904,306
905,306
906,306
907,306
908,306
909,306
910,306
911,306
912,306
913,306
914,306
915,306
916,306
917,306
918,1787
919,1787
920,1787
921,1787
922,1787
923,1787
924,1787
925,1787
926,747
927,747
928,747
929,747
930,747
931,747
932,747
933,747
934,747
935,747
936,747
937,747
938,747
939,747
940,747
941,747
942,747
943,747
944,747
945,747
946,834
947,834
948,834
949,834
950,834
951,1470
952,200
953,1470
954,1470
955,200
956,200
957,786
958,786
959,786
960,786
961,786
962,786
963,786
964,786
965,786
966,786
967,786
968,786
969,786
970,786
971,1197
972,1197
973,1197
974,170
975,170
976,170
977,170
978,170
979,427
980,900
981,900
982,900
983,900
984,900
985,900
986,900
987,900
988,900
989,900
990,900
991,900
992,900
993,900
994,900
995,2023
996,944
997,397
998,397
999,397
1000,397
1001,397
1002,397
1003,397
1004,397
1005,397
1006,397
1007,397
1008,397
1009,397
1010,397
1011,397
1012,397
1013,397
1014,397
1015,397
1016,397
1017,397
1018,397
1019,397
1020,397
1021,1682
1022,1682
1023,1682
1024,1682
1025,1682
1026,1682
1027,1682
1028,1682
1029,1682
1030,1682
1031,1682
1032,1682
1033,1682
1034,1682
1035,1682
1036,1682
1037,1682
1038,1682
1039,1682
1040,1682
1041,1682
1042,1682
1043,1682
1044,1682
1045,1682
1046,1682
1047,1682
1048,1682
1049,1682
1050,1682
1051,73
1052,73
1053,73
1054,73
1055,73
1056,73
1057,73
1058,73
1059,73
1060,73
1061,73
1062,73
1063,73
1064,73
1065,73
1066,73
1067,73
1068,772
1069,772
1070,772
1071,772
1072,772
1073,772
1074,772
1075,772
1076,772
1077,772
1078,772
1079,1375
1080,1375
1081,1375
1082,1402
1083,1402
1084,1402
1085,1402
1086,1402
1087,1402
1088,1319
1089,1319
1090,1319
1091,1319
1092,1319
1093,1319
1094,1319
1095,1319
1096,1319
1097,1319
1098,1319
1099,1319
1100,1319
1101,1319
1102,1319
1103,1319
1104,1319
1105,1319
1106,1364
1107,1364
1108,1364
1109,1364
1110,1364
1111,1364
1112,1364
1113,1364
1114,1364
1115,1364
1116,1364
1117,1364
1118,1011
1119,1011
1120,1011
1121,1011
1122,1011
1123,1011
1124,1011
1125,1011
1126,1011
1127,1011
1128,1011
1129,2292
1130,2292
1131,2292
1132,2292
1133,2292
1134,2292
1135,1364
1136,1364
1137,1364
1138,1364
1139,1364
1140,1364
1141,1364
1142,1364
1143,1364
1144,1364
1145,1364
1146,1364
1147,1364
1148,1011
1149,1011
1150,1011
1151,1011
1152,1011
1153,1011
1154,1011
1155,1011
1156,1011
1157,1011
1158,1011
1159,1929
1160,1929
1161,1929
1162,1929
1163,1929
1164,1929
1165,1929
1166,1929
1167,1695
1168,1695
1169,1695
1170,1695
1171,1695
1172,1695
1173,1695
1174,1695
1175,1695
1176,1324
1177,1324
1178,1324
1179,1324
1180,1324
1181,1324
1182,1324
1183,1324
1184,1324
1185,1324
1186,1324
1187,1324
1188,1324
1189,1324
1190,1324
1191,1324
1192,1324
1193,1324
1194,1487
1195,1487
1196,1487
1197,3
1198,1251
1199,3
1200,1251
1201,23
1202,23
1203,23
1204,23
1205,23
1206,23
1207,23
1208,23
1209,23
1210,23
1211,23
1212,23
1213,23
1214,23
1215,23
1216,23
1217,23
1218,23
1219,1487
1220,1487
1221,1557
1222,1557
1223,1557
1224,1557
1225,1557
1226,1557
1227,1557
1228,1557
1229,1557
1230,1557
1231,1557
1232,1557
1233,1557
1234,1557
1235,1557
1236,329
1237,329
1238,329
1239,2190
1240,2190
1241,2190
1242,1903
1243,1903
1244,1903
1245,1903
1246,1903
1247,3
1248,3
1249,3
1250,3
1251,3
1252,3
1253,3
1254,1251
1255,3
1256,1251
1257,23
1258,23
1259,23
1260,23
1261,23
1262,23
1263,23
1264,23
1265,23
1266,23
1267,23
1268,23
1269,23
1270,23
1271,23
1272,23
1273,23
1274,23
1275,23
1276,23
1277,23
1278,23
1279,943
1280,943
1281,943
1282,943
1283,943
1284,943
1285,943
1286,943
1287,307
1288,307
1289,307
1290,307
1291,307
1292,307
1293,307
1294,307
1295,307
1296,307
1297,307
1298,307
1299,307
1300,307
1301,307
1302,307
1303,307
1304,307
1305,307
1306,307
1307,307
1308,307
1309,307
1310,307
1311,1251
1312,1251
1313,1251
1314,1251
1315,1251
1316,1251
1317,1251
1318,1251
1319,908
1320,908
1321,1251
1322,908
1323,908
1324,1251
1325,908
1326,908
1327,908
1328,908
1329,908
1330,908
1331,908
1332,908
1333,908
1334,908
1335,908
1336,908
1337,908
1338,908
1339,908
1340,1085
1341,555
1342,1251
1343,985
1344,985
1345,985
1346,985
1347,985
1348,999
1349,999
1350,999
1351,999
1352,999
1353,999
1354,329
1355,329
1356,329
1357,329
1358,329
1359,329
1360,329
1361,2173
1362,2173
1363,2173
1364,2173
1365,2256
1366,2256
1367,2256
1368,2256
1369,2256
1370,495
1371,495
1372,495
1373,495
1374,495
1375,495
1376,825
1377,1251
1378,825
1379,1604
1380,1604
1381,1604
1382,1604
1383,1604
1384,1604
1385,785
1386,1604
1387,1604
1388,1604
1389,1604
1390,1604
1391,1604
1392,2215
1393,2215
1394,2215
1395,2215
1396,2215
1397,2215
1398,2215
1399,2215
1400,1478
1401,804
1402,804
1403,804
1404,804
1405,804
1406,804
1407,804
1408,804
1409,1251
1410,1251
1411,1709
1412,1709
1413,1709
1414,1709
1415,1064
1416,1064
1417,1064
1418,1064
1419,1064
1420,1064
1421,1064
1422,1064
1423,1064
1424,1064
1425,1064
1426,1064
1427,1064
1428,85
1429,85
1430,85
1431,85
1432,1251
1433,1251
1434,413
1435,413
1436,413
1437,413
1438,413
1439,413
1440,413
1441,413
1442,413
1443,413
1444,413
1445,413
1446,413
1447,413
1448,413
1449,413
1450,2171
1451,2171
1452,23
1453,1258
1454,1258
1455,1258
1456,1258
1457,1258
1458,1258
1459,1258
1460,1251
1461,1251
1462,1251
1463,1251
1464,1251
1465,1251
1466,1251
1467,1251
1468,1251
1469,1251
1470,1251
1471,1251
1472,1251
1473,1251
1474,1251
1475,1251
1476,1251
1477,1251
1478,1251
1479,1916
1480,1916
1481,2141
1482,2141
1483,122
1484,1692
1485,1692
1486,1692
1487,1692
1488,1692
1489,1692
1490,1692
1491,1692
1492,1692
1493,1204
1494,1204
1495,1204
1496,1204
1497,1204
1498,1204
1499,1204
1500,1204
1501,1204
1502,1204
1503,1204
1504,1204
1505,1204
1506,1204
1507,1204
1508,1204
1509,1204
1510,2028
1511,2028
1512,2028
1513,2028
1514,825
1515,825
1516,825
1517,825
1518,825
1519,825
1520,825
1521,1251
1522,825
1523,1054
1524,1054
1525,1054
1526,1054
1527,1214
1528,1214
1529,1214
1530,1214
1531,1214
1532,1214
1533,1214
1534,1214
1535,1214
1536,1214
1537,1933
1538,1933
1539,2000
1540,2000
1541,639
1542,639
1543,639
1544,639
1545,639
1546,639
1547,639
1548,639
1549,639
1550,639
1551,1251
1552,1054
1553,1214
1554,1214
1555,1214
1556,1214
1557,1214
1558,1214
1559,1214
1560,1214
1561,1214
1562,1214
1563,1214
1564,1214
1565,1214
1566,1214
1567,1214
1568,1214
1569,1214
1570,1214
1571,1214
1572,1750
1573,1750
1574,1750
1575,1750
1576,1750
1577,1750
1578,1750
1579,1750
1580,1750
1581,1750
1582,1750
1583,1750
1584,27
1585,27
1586,27
1587,27
1588,27
1589,27
1590,27
1591,27
1592,27
1593,27
1594,27
1595,27
1596,27
1597,27
1598,27
1599,27
1600,27
1601,27
1602,27
1603,27
1604,1080
1605,1080
1606,1736
1607,1736
1608,1736
1609,1736
1610,1736
1611,1736
1612,1736
1613,1736
1614,1736
1615,1736
1616,1736
1617,1736
1618,1736
1619,1736
1620,1736
1621,1736
1622,1736
1623,1736
1624,1736
1625,1736
1626,1736
1627,1736
1628,1736
1629,1736
1630,1736
1631,1736
1632,1736
1633,1736
1634,1251
1635,701
1636,701
1637,701
1638,701
1639,1204
1640,1204
1641,1251
1642,1604
1643,1604
1644,1604
1645,1604
1646,1604
1647,1604
1648,1604
1649,1604
1650,42
1651,1604
1652,1604
1653,1604
1654,1604
1655,1604
1656,1604
1657,2215
1658,2215
1659,2215
1660,2215
1661,2215
1662,2215
1663,2215
1664,815
1665,1539
1666,815
1667,815
1668,815
1669,815
1670,1204
1671,1204
1672,1251
1673,1313
1674,1313
1675,1313
1676,1313
1677,1313
1678,1313
1679,1313
1680,1313
1681,1313
1682,1313
1683,1313
1684,1313
1685,1313
1686,2176
1687,2176
1688,2176
1689,2176
1690,2176
1691,2176
1692,2176
1693,2176
1694,119
1695,119
1696,1099
1697,1099
1698,1099
1699,1099
1700,1099
1701,1099
1702,1099
1703,1099
1704,1099
1705,1099
1706,218
1707,218
1708,218
1709,218
1710,218
1711,218
1712,218
1713,218
1714,218
1715,218
1716,218
1717,218
1718,218
1719,218
1720,218
1721,1080
1722,1736
1723,1736
1724,1736
1725,1736
1726,1736
1727,1736
1728,1736
1729,1736
1730,1736
1731,1736
1732,1736
1733,1736
1734,1736
1735,1736
1736,1736
1737,1736
1738,1736
1739,1736
1740,1736
1741,1736
1742,1736
1743,1736
1744,1736
1745,1736
1746,2004
1747,2004
1748,2004
1749,1539
1750,1539
1751,1539
1752,1539
1753,1251
1754,1251
1755,1130
1756,1130
1757,1130
1758,1130
1759,1130
1760,1130
1761,1130
1762,23
1763,23
1764,23
1765,23
1766,23
1767,23
1768,23
1769,23
1770,23
1771,23
1772,23
1773,23
1774,23
1775,23
1776,23
1777,1276
1778,1276
1779,1276
1780,1276
1781,1276
1782,1276
1783,1276
1784,1204
1785,1204
1786,1204
1787,1204
1788,1204
1789,1204
1790,1204
1791,1204
1792,1204
1793,1204
1794,1204
1795,1204
1796,1204
1797,1204
1798,1204
1799,1204
1800,1204
1801,1204
1802,1204
1803,1204
1804,1204
1805,1204
1806,1204
1807,818
1808,1198
1809,1198
1810,1198
1811,1198
1812,1198
1813,1198
1814,1198
1815,1198
1816,1198
1817,1198
1818,1198
1819,1198
1820,1198
1821,1198
1822,1198
1823,1251
1824,1342
1825,337
1826,337
1827,337
1828,337
1829,2260
1830,2260
1831,337
1832,337
1833,2099
1834,485
1835,485
1836,485
1837,485
1838,485
1839,485
1840,1006
1841,1006
1842,1006
1843,1006
1844,1006
1845,1006
1846,1006
1847,1006
1848,1006
1849,1006
1850,1006
1851,1006
1852,1006
1853,1006
1854,1006
1855,1006
1856,1006
1857,1006
1858,1006
1859,1006
1860,1006
1861,1373
1862,1373
1863,1373
1864,1373
1865,1373
1866,1373
1867,1373
1868,1373
1869,1373
1870,1373
1871,1373
1872,1373
1873,1373
1874,1373
1875,1373
1876,1373
1877,1373
1878,1373
1879,1373
1880,1373
1881,1373
1882,1373
1883,1373
1884,1373
1885,1373
1886,1373
1887,1373
1888,1373
1889,1373
1890,1373
1891,1373
1892,1675
1893,1675
1894,1675
1895,1675
1896,1048
1897,1675
1898,1675
1899,1048
1900,1048
1901,1048
1902,363
1903,363
1904,363
1905,1851
1906,1851
1907,1851
1908,1851
1909,1851
1910,1851
1911,1851
1912,1851
1913,1851
1914,1851
1915,1851
1916,1851
1917,1851
1918,2130
1919,2130
1920,1533
1921,1735
1922,1735
1923,1735
1924,1735
1925,1735
1926,1735
1927,1735
1928,1735
1929,1735
1930,1735
1931,1735
1932,1735
1933,1735
1934,1735
1935,1735
1936,1851
1937,1851
1938,1851
1939,2207
1940,2207
1941,2207
1942,413
1943,413
1944,413
1945,413
1946,1263
1947,1263
1948,1263
1949,1263
1950,1263
1951,1123
1952,1263
1953,1263
1954,1263
1955,1263
1956,1263
1957,1263
1958,1263
1959,1263
1960,1263
1961,1263
1962,1263
1963,1263
1964,1263
1965,1263
1966,1263
1967,1263
1968,1263
1969,1263
1970,1263
1971,1263
1972,1263
1973,1263
1974,2120
1975,2120
1976,2120
1977,2120
1978,957
1979,957
1980,1694
1981,1694
1982,1694
1983,1694
1984,1694
1985,185
1986,185
1987,185
1988,185
1989,1453
1990,1453
1991,1453
1992,1453
1993,1453
1994,1453
1995,1453
1996,1453
1997,1453
1998,1453
1999,1453
2000,1453
2001,1453
2002,1453
2003,1453
2004,1453
2005,1453
2006,802
2007,802
2008,802
2009,1399
2010,1399
2011,1399
2012,1399
2013,1399
2014,1399
2015,1399
2016,1399
2017,1399
2018,1399
2019,1399
2020,1399
2021,1399
2022,1399
2023,1399
2024,1399
2025,1399
2026,1399
2027,1399
2028,1399
2029,1399
2030,1399
2031,1399
2032,1399
2033,1399
2034,1399
2035,1399
2036,1399
2037,570
2038,570
2039,570
2040,570
2041,570
2042,570
2043,570
2044,570
2045,570
2046,570
2047,570
2048,570
2049,570
2050,570
2051,570
2052,570
2053,570
2054,315
2055,315
2056,315
2057,315
2058,570
2059,570
2060,570
2061,570
2062,570
2063,2115
2064,2115
2065,2115
2066,2115
2067,2115
2068,356
2069,356
2070,356
2071,356
2072,356
2073,356
2074,356
2075,356
2076,356
2077,356
2078,356
2079,356
2080,356
2081,356
2082,356
2083,356
2084,356
2085,356
2086,356
2087,356
2088,2147
2089,2147
2090,2147
2091,2147
2092,2147
2093,2147
2094,2147
2095,2147
2096,7
2097,1048
2098,1048
2099,1048
2100,1048
2101,1048
2102,1048
2103,1048
2104,1048
2105,1048
2106,1048
2107,1048
2108,1048
2109,1048
2110,1048
2111,1048
2112,1048
2113,1048
2114,1048
2115,1048
2116,1048
2117,1048
2118,1048
2119,1048
2120,1048
2121,1048
2122,1048
2123,1851
2124,1851
2125,1851
2126,1851
2127,1851
2128,1851
2129,1851
2130,1851
2131,1851
2132,1851
2133,1851
2134,1851
2135,1851
2136,1851
2137,1851
2138,1851
2139,1851
2140,1851
2141,1851
2142,1851
2143,1851
2144,1851
2145,1851
2146,1851
2147,1851
2148,1851
2149,2162
2150,698
2151,698
2152,698
2153,698
2154,1105
2155,1105
2156,163
2157,163
2158,163
2159,1209
2160,1093
2161,1816
2162,1816
2163,1816
2164,1816
2165,1816
2166,1816
2167,1816
2168,1816
2169,1816
2170,1816
2171,1816
2172,1816
2173,1816
2174,1816
2175,1816
2176,1816
2177,1816
2178,1816
2179,1816
2180,1816
2181,1816
2182,506
2183,506
2184,506
2185,506
2186,506
2187,506
2188,506
2189,506
2190,1703
2191,506
2192,530
2193,317
2194,506
2195,506
2196,1041
2197,506
2198,541
2199,541
2200,541
2201,541
2202,541
2203,541
2204,2065
2205,2065
2206,2065
2207,454
2208,961
2209,961
2210,961
2211,961
2212,961
2213,961
2214,961
2215,961
2216,961
2217,736
2218,961
2219,961
2220,961
2221,961
2222,961
2223,961
2224,961
2225,961
2226,961
2227,2036
2228,961
2229,961
2230,961
2231,961
2232,961
2233,961
2234,961
2235,1107
2236,1107
2237,1107
2238,1107
2239,1107
2240,1107
2241,1107
2242,1107
2243,1107
2244,1107
2245,1107
2246,1107
2247,1107
2248,1107
2249,1107
2250,1107
2251,1107
2252,1107
2253,1107
2254,1107
2255,1107
2256,1107
2257,1107
2258,1107
2259,1107
2260,961
2261,961
2262,961
2263,961
2264,961
2265,961
2266,961
2267,961
2268,961
2269,961
2270,961
2271,961
2272,961
2273,961
2274,961
2275,961
2276,961
2277,961
2278,961
2279,961
2280,961
2281,961
2282,961
2283,961
2284,961
2285,961
2286,961
2287,961
2288,961
2289,961
2290,569
2291,569
2292,569
2293,569
2294,569
2295,569
2296,569
2297,569
2298,569
2299,569
2300,569
2301,569
2302,569
2303,569
2304,569
2305,569
2306,569
2307,782
2308,782
2309,782
2310,782
2311,782
2312,782
2313,782
2314,782
2315,782
2316,782
2317,782
2318,782
2319,782
2320,782
2321,2189
2322,1674
2323,1674
2324,1674
2325,1674
2326,1674
2327,1674
2328,1674
2329,1674
2330,1674
2331,1674
2332,1674
2333,1674
2334,1674
2335,1674
2336,1275
2337,1275
2338,1275
2339,1275
2340,1275
2341,1275
2342,1275
2343,1275
2344,1275
2345,1275
2346,1275
2347,1275
2348,1234
2349,1234
2350,355
2351,1234
2352,1234
2353,746
2354,746
2355,746
2356,746
2357,746
2358,746
2359,746
2360,746
2361,746
2362,746
2363,746
2364,1348
2365,1348
2366,1348
2367,1348
2368,1348
2369,1348
2370,1348
2371,1893
2372,1893
2373,845
2374,528
2375,528
2376,528
2377,528
2378,528
2379,528
2380,528
2381,528
2382,528
2383,528
2384,528
2385,528
2386,528
2387,528
2388,528
2389,528
2390,528
2391,528
2392,528
2393,528
2394,528
2395,528
2396,528
2397,528
2398,698
2399,1093
2400,1093
2401,1093
2402,1093
2403,1093
2404,1093
2405,1093
2406,1093
2407,1093
2408,1093
2409,1093
2410,1093
2411,1093
2412,1093
2413,1093
2414,1093
2415,787
2416,787
2417,787
2418,787
2419,787
2420,787
2421,787
2422,787
2423,787
2424,1852
2425,1392
2426,79
2427,1392
2428,1392
2429,79
2430,79
2431,79
2432,79
2433,79
2434,1435
2435,1435
2436,1435
2437,1435
2438,1435
2439,1435
2440,1435
2441,1435
2442,1835
2443,1835
2444,2194
2445,2194
2446,2194
2447,2194
2448,2194
2449,2194
2450,961
2451,961
2452,961
2453,961
2454,961
2455,961
2456,961
2457,961
2458,961
2459,961
2460,961
2461,961
2462,961
2463,961
2464,961
2465,961
2466,961
2467,961
2468,961
2469,961
2470,961
2471,961
2472,961
2473,961
2474,961
2475,961
2476,961
2477,961
2478,961
2479,961
2480,961
2481,1399
2482,1399
2483,1399
2484,1399
2485,1399
2486,1399
2487,1399
2488,1399
2489,1399
2490,1399
2491,1399
2492,1399
2493,1399
2494,1399
2495,1399
2496,1399
2497,1399
2498,1399
2499,1399
2500,1399
2501,1399
2502,1399
2503,1399
2504,1399
2505,1399
2506,1053
2507,1053
2508,599
2509,599
2510,185
2511,185
2512,185
2513,185
2514,1453
2515,1453
2516,1453
2517,1453
2518,1453
2519,1453
2520,1453
2521,1453
2522,1453
2523,2214
2524,2214
2525,2214
2526,2214
2527,2214
2528,2214
2529,2214
2530,2214
2531,1191
2532,1191
2533,1191
2534,1191
2535,1191
2536,1191
2537,363
2538,363
2539,363
2540,1048
2541,1048
2542,1048
2543,1048
2544,1048
2545,1048
2546,1048
2547,1048
2548,1048
2549,1048
2550,1048
2551,1048
2552,1048
2553,1048
2554,1048
2555,1048
2556,1048
2557,1048
2558,1048
2559,1048
2560,1048
2561,1048
2562,1068
2563,1068
2564,1068
2565,1068
2566,1068
2567,1068
2568,1068
2569,1741
2570,1741
2571,1741
2572,1741
2573,1741
2574,1741
2575,1741
2576,1741
2577,1741
2578,1741
2579,1741
2580,1741
2581,1741
2582,1741
2583,1741
2584,1741
2585,1741
2586,1741
2587,832
2588,832
2589,832
2590,832
2591,832
2592,832
2593,832
2594,832
2595,1048
2596,1048
2597,1048
2598,1048
2599,1048
2600,1048
2601,1048
2602,1048
2603,1048
2604,1048
2605,1048
2606,1048
2607,1048
2608,1048
2609,1048
2610,413
2611,413
2612,413
2613,657
2614,657
2615,657
2616,1318
2617,1318
2618,1318
2619,1318
2620,1318
2621,1318
2622,1318
2623,1318
2624,1318
2625,1318
2626,1318
2627,1318
2628,1318
2629,1318
2630,1318
2631,1318
2632,1318
2633,1318
2634,1318
2635,1318
2636,1318
2637,2100
2638,1373
2639,1373
2640,1373
2641,1373
2642,1373
2643,1373
2644,1373
2645,1373
2646,1373
2647,1373
2648,1373
2649,1373
2650,1373
2651,1373
2652,1373
2653,1373
2654,1373
2655,1373
2656,1373
2657,1373
2658,1373
2659,1373
2660,1373
2661,1373
2662,1373
2663,1373
2664,1373
2665,1373
2666,1373
2667,1373
2668,1373
2669,1373
2670,1521
2671,1373
2672,1373
2673,1373
2674,1373
2675,1373
2676,1373
2677,1373
2678,1373
2679,1373
2680,1373
2681,1373
2682,1373
